Customer,TotalRate,Pickup,Dropoff,PickupDate
6348,600," 1700 Digital Drive, Chester, VA 23836, USA"," 1188 Kingwood Avenue, Norfolk, VA 23502, USA",2024-07-18
6269,1300," 2501 60th St, HAMPTON VA 23661"," 790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-07-18
6485,600, Fredericksburg VA, Richmond VA,2024-07-18
6486,1325," GREENSBORO,NC"," FREDERICKSBURG,VA",2024-07-18
6430,733, Chester VA, Mooresville NC,2024-07-18
6354,700,Norfolk VA,Mocksville NC,2024-07-18
6378,1430," 10230 PINEVILLE DISTRIBUTION ST, Pineville, NC 28134"," 6500 ENTERPRISE DR, Disputanta, VA 23842",2024-07-10
6457,200," 1700 DIGITAL DRIVE, Chester, VA 23836",TONU,2024-07-18
6336,1850," 2595 W STATE RD 28, ALEXANDRIA IN 46001"," 6500 Enterprise Dr, DISPUTANTA VA 23842",2024-07-18
6487,993," Conover, NC"," PETERSBURG, VA",2024-07-18
6487,993,,ALDI Lumper,2024-07-18
6311,700,Henrico VA,Henderson NC,2024-07-18
6304,150,Chester VA -- TONU,Greensboro NC,2024-07-18
6400,2100," Greenfield, IN"," Chesapeake, VA",2024-07-23
6302,1600,Indianpolis IN,Boydton VA,2024-07-23
6302,1600," Boydton, VA"," Indianapolis, IN",2024-07-23
6471,2100," 1501 Veterans Memorial Parkway E, Lafayette, IN 47905"," 2600 Production Road, Virginia Beach, VA 23454",2024-07-23
6269,1300, HAMPTON VA, GREENWOOD IN,2024-07-23
6286,950,Richmond VA,Black Mountain NC,2024-07-23
6310,600,Garysburg C,Doswell VA,2024-07-23
6300,950,Swannanoa NC, Suffolk VA,2024-07-23
6350,800,"Richmond, VA",Marshall NC,2024-07-23
6304,700, Fredericksburg VA,Virginia Beach VA,2024-07-23
6268,900,Schuylkill Haven PA,Norfolk VA,2024-07-23
6430,1143,Chester VA,Bethel PA,2024-07-23
6445,900," Virginia Beach, VA"," PINEVILLE, NC",2024-07-23
6311,900, Charlotte NC,Virginia Beach VA,2024-07-23
6302,1600,Indianapolis IN,Danville VA,2024-07-23
6348,750," 3660 Morehead Avenue, Ridgeway, VA 24148, USA"," 150 Industrial Blvd, Toano, VA 23168, USA",2024-07-23
6269,1300, Hampton VA, GREENWOOD IN,2024-07-23
6269,1300,Hampton VA,Greenwood IN,2024-07-23
6422,1950," REMINGTON, IN"," NEWPORT NEWS, VA",2024-07-31
6372,1475,Newport News VA,Crawfordsville IN,2024-07-31
6269,1300," 2501 60th St, HAMPTON VA 23661"," 790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-07-31
6276,1700," 1564 INNOVATION BLVD, Clayton, IN - 46118 USA"," 317 HILL CARTER PKWY, Ashland, VA - 23005 USA",2024-07-31
6481,1750," 2709 N 400 W, Greenfield, IN 46140"," 24098 Ruther Glen, Ruther Glen, VA 22546",2024-07-31
6378,800," Charlotte, NC"," Richmond, VA",2024-07-31
6488,650," 3306 Peterson St, Norfolk, VA 23509"," 1107 Greensboro Rd, High Point, NC 27260",2024-07-18
6489,700," Chesapeake, VA"," Greensboro, NC",2024-08-09
6336,1100, US-PL-KNOXVILLE-TN-OUT, US-DC-N CHESTERFIELD-VA-OUT,2024-08-09
6446,1000," 313 MOORESVILLE BLVD, Mooresville, NC 28115"," 1187 AZALEA GARDEN ROAD, Norfolk, VA 23501",2024-08-09
6490,650,Chester VA,Belmont NC,2024-08-09
6295,2200," 316 Bohannon Ave, Greeneville, TN 37743"," 6055 Quality Way, Prince George, VA 23875",2024-07-22
6491,1700," Indianapolis, IN"," Ashland, VA",2024-08-09
6269,1300,"Hampton, VA"," 790 Commerce Pkwy W Dr, Greenwood, IN",2024-08-09
6269,1300, PORTSMOUTH VA, PLAINFIELD IN,2024-08-09
6270,1600," NOBLESVILLE, IN"," BOYDTON, VA",2024-08-09
6293,1200, RICHMOND VA, CRAWFORDSVILLE IN,2024-08-09
6374,1700," 10010 E 56th St, Indianapolis, IN 46235"," 2333 Wells Road, International VA 23805",2024-08-09
6335,1300,Henrico VA," Whitestown, IN",2024-08-09
6492,1900," 2595 W STATE ROAD 28, Alexandria, IN 46001"," 6500 ENTERPRISE DRIVE, Disputanta, VA 23842",2024-07-24
6269,1300, HAMPTON VA, GREENWOOD IN,2024-08-09
6282,1800," Alexandria, IN 46001"," Glen Allen, VA 23059",2024-08-09
6269,1300,Hampton VA," 790 Commerce Pkwy W Dr, Greenwood, IN",2024-08-09
6268,1850,Lebanon IN,Chesapeake VA,2024-08-09
6400,2000," Greenfield, IN"," Chesapeake, VA",2024-08-09
6493,1500," PORTSMOUTH, VA"," GREENWOOD, IN",2024-08-09
6460,1700," Brandenburg, KY"," Richmond, VA",2024-08-09
6494,1150, SUFFOLK VA, COLLEGE PARK GA,2024-08-09
6334,350," Chester, VA"," Petersburg, VA",2024-08-09
6428,1250," Mcdonough, GA"," Richmond, VA",2024-08-09
6495,975," Charlotte, NC"," Hampton, VA",2024-08-09
6320,800,Concord NC,Suffolk VA,2024-08-09
6404,1100," BUTLER WOODCRAFTERS, 205 S WASHINGTON STREET, CHASE CITY VA 23924"," HAMPTON UNIVERSITY, 8 HAMPTON HARBOR AVE, HAMPTON VA 23669",2024-08-12
6269,1300, HAMPTON VA, GREENWOOD IN,2024-08-12
6269,1300,Hampton VA," 790 Commerce Pkwy W Dr, Greenwood, IN",2024-08-12
6497,1750,New Castle IN,Jarratt VA,2024-08-12
6454,700," SUFFOLK, VA"," EFFINGHAM, SC",2024-08-12
6335,625, Henrico VA,Greensboro NC,2024-08-12
6457,750," Norfolk, VA"," Statesville, NC",2024-08-12
6320,900, Troutman NC,Chesapeake VA,2024-08-12
6311,800," 3319 Darby Ave, Charlotte, NC, 28216"," 10026 Old Ridge Rd, Ashland, VA, 23005",2024-08-12
6498,650," SUFFOLK, Virginia"," SALISBURY, North Carolina",2024-08-12
6311,800," CHARLOTTE, NC"," ASHLAND, VA",2024-08-12
6286,2010,Washington IN,Disputanta VA,2024-08-12
6446,900,Huntersville NC,North Chesterfield VA,2024-08-12
6302,250,Indianpolis IN,Danville VA,2024-08-13
6384,1100," Norfolk, VA"," Dulles, VA",2024-08-13
6295,1965," PLAINFIELD, IN"," Fredericksburg, VA",2024-08-13
6269,1300, PORTSMOUTH VA," PLAINFIELD, IN",2024-08-13
6499,576,Franklin VA,Petersburg VA,2024-08-13
6499,576,,,2024-08-13
6487,876," Conover, NC"," Petersburg, VA",2024-08-16
6500,650,Norfolk VA,Mocksville NC,2024-08-16
6500,650, NORFOLK VA, MOCKSVILLE NC,2024-08-17
6311,800," CHARLOTTE, NC"," ASHLAND, VA",2024-08-17
6484,725," WAGRAM, North Carolina"," RICHMOND, Virginia",2024-08-17
6500,650, NORFOLK VA, MOCKSVILLE NC,2024-08-17
6383,650, Franklin VA,Wagram NC,2024-08-17
6269,1300, Portsmouth VA,Plainfield IN,2024-08-17
6335,1700," Indianapolis, IN"," Sandston, VA",2024-08-17
6269,1300, Hampton VA,Greenwood IN,2024-08-17
6423,1900, Indianapolis IN,Chesapeake VA,2024-08-17
6501,750," Lititz, PA","  Richmond, VA",2024-08-17
6269,1300," Epes Transport Warehouse, HAMPTON VA"," TA Services, GREENWOOD IN",2024-08-17
6335,1700, Indianpolis IN,Henrico VA,2024-08-17
6502,1600,Louisville KY,Disputanta VA,2024-08-17
6269,1300, HAMPTON VA, GREENWOOD IN,2024-08-17
6503,2010, Washington IN,Disputanta VA,2024-08-17
6503,2010,,,2024-08-18
6269,1300, PORTSMOUTH VA, PLAINFIELD IN,2024-08-17
6269,1300, Hampton VA, GREENWOOD IN,2024-08-17
6383,1700, Marion IN,Disputanta VA,2024-08-17
6335,1700," Indianapolis, IN",Henrico VA,2024-08-17
6269,1300,Hampton VA,Greenwood IN,2024-08-17
6467,700," Norfolk, VA"," Gordonsville, VA",2024-08-22
6268,1600," Alexandria, IN"," Manassas, VA",2024-08-22
6282,1750, Alexandria IN,Glen Allen VA,2024-08-22
6269,1300, Hampton VA,Greenwood IN,2024-08-22
6293,1300, PORTSMOUTH VA, PLAINFIELD IN,2024-08-22
6504,500," STONE BREWING/RICHMOND, RICHMOND VA 23231"," CTPS-WILLIAMSBURG, WILLIAMSBURG VA 23185",2024-08-22
6269,1300," Epes Transport Warehouse, HAMPTON VA"," TA Services, GREENWOOD IN",2024-08-22
6502,1600," Louisville, KY"," Disputanta, VA",2024-08-22
6505,2000, INDIANAPOLIS IN, CHESAPEAKE VA,2024-08-22
6269,1300, HAMPTON VA, GREENWOOD IN,2024-08-22
6269,1300,Hampton VA,Greenwood IN,2024-08-22
6336,1600," 90 W Morgan St, AUSTIN IN 47102"," 6120 Smith Station Rd, FREDERICKSBURG VA 22407",2024-08-22
6269,1300,Hampton VA,Greenwood IN,2024-08-22
6269,1300, HAMPTON VA, GREENWOOD IN,2024-08-27
6297,1699, Plainfield IN,Ashland VA,2024-08-27
6269,1300, HAMPTON VA, GREENWOOD IN,2024-08-27
6502,1600, JEFFERSONVILLE IN, DISPUTANTA VA,2024-08-27
6445,900," Virginia Beach, VA"," PINEVILLE, NC",2024-08-27
6506,922.5,Graham NC,Norfolk VA,2024-08-27
6506,922.5,,,2024-08-27
6500,650, NORFOLK VA, MOCKSVILLE NC,2024-08-27
6507,650,Norfolk VA,Kernersville NC,2024-08-27
6330,950," NEWPORT NEWS, VA"," SUMTER, SC",2024-08-27
6271,750, HIGH PT NC," CHESAPEAKE ,ICVA",2024-08-27
6297,1680," Plainfield, IN"," Chester, VA",2024-08-27
6334,426," Chester, VA"," Petersburg, VA",2024-08-27
6334,426,,,2024-08-27
6334,426," Chester, VA"," Petersburg, VA",2024-08-27
6334,426,,,2024-08-27
6272,750," 17200 Warwick Blvd, Newport News, VA 23603"," 1001 Riverside Drive, Danville, VA 24540",2024-08-27
6335,650," Sandston, VA"," Greensboro, NC",2024-08-27
6481,800," Charlotte, NC"," Sandston, VA",2024-08-27
6334,725," Winston Salem, NC"," Williamsburg, VA",2024-08-27
6508,850," KUTZTOWN, PA"," DISPUTANTA, VA",2024-08-27
6326,800, Williamsburg VA,Harrisburg PA,2024-08-27
6348,690, Ridgeway VA,Toano VA,2024-08-27
6269,1300," 2501 60th St, HAMPTON VA 23661"," 790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-08-31
6509,2160," 2835 W 450th St, Washington, Indiana 47501"," Disputanta, Virginia 23842",2024-08-28
6509,2160,,,2024-08-31
6510,1300," 6500 ENTERPRISE DR, DISPUTANTA VA 23842"," 4430 SAM JONES EXPRESSWAY, INDIANAPOLIS IN 46244",2024-08-27
6269,1300,"2175 Elmhurst Ln, Portsmouth, VA 23701","849 Whitaker Rd, Plainfield, IN 46168",2024-08-31
6383,1825,"1813 E. VOORHEES STREET, DANVILLE, ILLINOIS 61832","21500 COX RD, SUTHERLAND, VIRGINIA 23885",2024-08-31
6269,1300,"2501 60th St, HAMPTON, VA 23661","790 Commerce Pkwy W Dr, GREENWOOD, IN 46143",2024-08-31
6268,1650,"2595 W. STATE ROAD 28, ALEXANDRIA, IN 46001","24098 RUTHER GLEN ROAD, RUTHER GLEN, VA 22546",2024-08-31
6446,1976," 9915 Lacy Knot Dr, Brownsburg, IN 46112"," 6801 ALDI WAY, Petersburg, VA 23803",2024-08-29
6446,1976,,,2024-08-31
6269,1300," 2501 60th St, HAMPTON VA 23661"," 790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-08-30
6268,1600,"Plainfield, IN","Ashland, VA",2024-09-08
6350,1775,Frankfort IN,Stafford VA,2024-09-08
6269,1300,"2501 60th St, HAMPTON, VA 23661","790 Commerce Pkwy W Dr, GREENWOOD, IN 46143",2024-09-08
6445,900,"1537 Air Rail Ave, Virginia Beach, VA 23455-3017","9510 Rodney St, Pineville, NC 281349201",2024-09-08
6511,735," 3004 HOLTS CHAPEL RD, GREENSBORO, NC 27401"," 34420 UNION CAMP DRIVE, FRANKLIN, VA 23851",2024-08-30
6512,600,"5900 Eastport Boulevard, Richmond, VA 23231","613 Ridge Road, Boydton, VA 23917",2024-09-08
6502,1600,"6101 Cane Run Rd, LOUISVILLE, KY 40258","6500 ENTERPRISE DR, DISPUTANTA, VA 23842",2024-09-08
6269,1300,"3097 Ballard Ave, PORTSMOUTH, VA 23701","849 Whitaker RD, PLAINFIELD, IN 46168",2024-09-08
6513,700," 13721 JEFFERSON DAVIS HWY, CHESTER, VA"," 1 FLORETTA PL, RALEIGH, NC",2024-08-29
6484,850," 190 COCHRANE RD, LINCOLNTON, North Carolina 28092"," 3712 Virginia Beach Blvd., Virginia Beach, Virginia 23452",2024-08-27
6335,620,"4530 OAKLEYS LANE, SANDSTON, VA","977 SHOTWELL RD STE 104, Clayton, NC",2024-09-08
6269,1400," 2501 60th St, HAMPTON VA 23661"," 1520 Kepner Dr, LAFAYETTE IN 47905",2024-08-29
6484,850,"190 COCHRANE RD, LINCOLNTON, North Carolina 28092","5820 E. Virginia Beach Boulevard, Norfolk, Virginia 23502",2024-09-12
6500,700,"810 Ford Drive, Norfolk, VA 23513","178 Avgol Dr, Mocksville, NC 27028",2024-09-12
6514,425,"1700 Digital Drive, Chester VA 23836","6500 Enterprise Road, Disputanta VA 23842",2024-09-01
6445,900,"1537 Air Rail Ave, Virginia Beach, VA 23455-3017","9510 Rodney St, Pineville, NC 28134-9201",2024-09-12
6342,860,"3181 PROGRESS DR, LINCOLNTON NC 28092","24098 Ruther Glen Rd, RUTHER GLEN VA 22546",2024-09-05
6515,700,"70 2 9th Street SE, HICKORY NC 28602","2501 Oak Lake Blvd, MIDLOTHIAN VA 23112",2024-09-10
6350,953,"Niagara Bottling LLC, 178 Mooresville Blvd Mooresville, NC 28115","Food Lion, 6500 Enterprise Dr Disputanta, VA 23842",2024-09-19
6500,700,"810 FORD DRIVE, NORFOLK VA 23513","AVGOL AMERICA, 178 AVGOL DR, MOCKSVILLE NC 27028",2024-09-19
6297,700,"11720 N Lakeridge Pkwy, Ashland, VA 23005","9015 Airpark West Dr Ste A, Charlotte, NC 28214",2024-09-19
6350,1800,"CONAGRA FOODS SALES LL
3500 W COUNTY RD 0 N/S
FRANKFORT IN 46041","DVA
705 BRADBURN PL #103
STAFFORD VA 22554",2024-09-12
6268,1200,"Petersburg, VA","Terre Haute, IN",2024-09-19
6272,1750,"600 State Road 32 West, Crawfordsville, IN 47933","16365 James Madison Hwy, Gordonsville, VA 22942",2024-09-19
6319,600,"330 SEMINOLE CT, CHARLOTTESVILLE, VA US 22901","1709 ENDEAVOR DR, WILLIAMSBURG, VA US 23185",2024-09-19
6269,1300,"2501 60th St, HAMPTON, VA 23661","790 Commerce Pkwy W Dr, GREENWOOD, IN 46143",2024-09-11
6457,1800,"1813 E. VOORHEES STREET Danville, IL 61832",21500 COX RD,2024-09-16
6325,850,"279 OLD MURDOCK RD, TROUTMAN, NC 28166","6500 ENTERPRISE DR, DISPUTANTA, VA 23842",2024-09-18
6516,650,"1500 JEFFERSON DAVIS HWY, Richmond, VA 23224","1911 CONTINENTAL BLVD, Charlotte, NC 28273",2024-09-16
6401,950,"441 Masters Blvd, Anderson, SC 29626","901 Walmart Way, Midlothian, VA 23113",2024-09-24
6517,950,"3808 Cook Blvd Ste 13, Chesapeake, VA, 23323","295 Parkway East, Duncan, SC, 29334",2024-09-24
6268,1400,"Virginia Beach, VA","Frankfort, IN",2024-09-24
6269,1300,"2501 6 0 th St, HAMPTON VA 23661","790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-09-24
6272,1721,"2000 S. Jackson St, Greencastle, IN 46135","1595 Mary Street, Sandston, VA 23150",2024-09-24
6269,1300,"2501 6 0th St, HAMPTON VA 23661","790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-09-24
6502,1600,"6101 Cane Run Rd, LOUISVILLE KY 40258","6500 ENTERPRISE DR, DISPUTANTA VA 23842",2024-09-24
6269,1300,"2501 60th St, HAMPTON, VA 23661","790 Commerce Pkwy W Dr, GREENWOOD, IN 46143",2024-09-24
6301,1650,"845 HANAWALT ST., Monticello, IN 47960","443 South Oak Ln, Lyndhurst, VA 22952",2024-09-18
6269,1300,"2501 60th St, HAMPTON, VA 23661","790 Commerce Pkwy W Dr, GREENWOOD, IN 46143",2024-09-24
6502,1600,"300 Hilton Dr, JEFFERSONVILLE, IN 47130","6500 ENTERPRISE DR, DISPUTANTA, VA 23842",2024-09-20
6381,750,"1604 PROSPECT STREET, HIGH POINT, NG 27264","4649 Carolina Ave, RICHMOND VA 23222",2024-09-25
6320,900,"Saddle Creek, Troutman, NC 28166","5045 Portsmouth Blvd, Chesapeake, VA 23321-1425",2024-09-25
6500,650,Norfolk VA,Mocksville NC,2024-09-25
6272,700,"5701 Quality Way, PRINCE GEORGE, VA 23875","200 Pepsi Way, WYTHEVILLE, VA 24382",2024-09-25
6334,750,"4051 Wallburg Road, Winston Salem, NC 27107","324 Alexander Lee Parkway, Williamsburg, VA 23185",2024-09-25
6381,675,"647 Southwest St, High Point, NC 27260","337 Moore Ave, Suffolk, VA 23434",2024-09-25
6518,600,"2708 Seven Hills Blvd, Henrico, VA 23231","55 Odell School Road, Concord, NC 28027",2024-09-19
6469,2076,"120 E. Oak St Blue Building, Orestes, IN 46063","Petersburg, VA 23803",2024-10-01
6469,2076,Lumper Fee Attached,,2024-10-01
6477,1405,"1050 PRESTON BLVD., Lithia Springs, GA 30122","6500 ENTERPRISE DRIVE, Disputanta, VA 23875",2024-10-01
6477,1405,Lumper Fee,,2024-10-01
6519,1100,"25400 OLD MILL RD, WINDSOR, VA 23487","220 GREENWOOD COURT SUITE 230, MC DONOUGH, GA 30253",2024-10-01
6269,1300,"2175 Elmhurst Ln, PORTSMOUTH VA 23701","849 Whitaker RD, PLAINFIELD IN 46168",2024-10-01
6350,935,"178 Mooresville Blvd Mooresville, NC 28115","6500 Enterprise Dr Disputanta, VA 23842",2024-10-01
6446,800,"10036 Torrence Ford Dr, Huntersville, NC 28078","1520 Willis RD, NORTH CHESTERFIELD, VA 23237",2024-10-01
6478,1700,"DAWN LOUISVILLE DISTRIBUTION, 7865 NATIONAL TPKE, LOUISVILLE, KY 40214","BAKE FRESH COMPANY INC, 2220 PARAMONT AVE, CHESAPEAKE, VA 23320",2024-10-01
6500,650,"810 FORD DRIVE, NORFOLK VA 23513","178 AVGOL DR, MOCKSVILLE NC 27028",2024-10-01
6269,1300,"3097 Ballard Ave., PORTSMOUTH VA 23701","849 Whitaker RD, PLAINFIELD IN 46168",2024-10-01
6520,1400,"3087 Ballard Ave, Portsmouth VA 23701","6352 W 400 N, Greenfield IN 46140",2024-10-01
6517,950,"3808 Cook Blvd Ste 13, Chesapeake, VA 23323","295 Parkway East, Duncan, SC 29334",2024-10-01
6401,950,"441 MASTERS BLVD, ANDERSON SC 29626","735 SOUTHPARK BLVD, COLONIAL HEIGHTSA 23834",2024-10-01
6348,900,"386 Mount Vernon Church Rd, Iron Station, NC 28080, USA","2001 BELLS RD - GATE F, Richmond, VA 23234, USA",2024-10-01
6336,850,"17200 WARWICK BLVD
NEWPORT NEWS VA 23603","152 COMMERCE DRIVE
CHERRYVILLE NC 28021",2024-09-25
6272,1700,"600 State Road 32 West, CRAWFORDSVILLE, IN 47933","16365 James Madison Hwy, GORDONSVILLE, VA 22942",2024-10-08
6383,1750,910 N Meridian St Marion IN,6500 Enterprise Dr Disputanta VA,2024-10-08
6268,1200,"Portsmouth, VA","Plainfield, IN",2024-10-08
6471,2100,"1501 Veterans Memorial Parkway E, Lafayette, IN 47905","2600 Production Road, Virginia Beach, VA 23454",2024-10-08
6269,1300,"2501 6 0 th St, HAMPTON VA 23661","790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-10-08
6268,1550,"New Castle, IN","Sutherland, VA",2024-10-08
6269,1300,"2501 6 0 th St, HAMPTON VA 23661","790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-10-08
6401,950,"441 MASTERS BLVD, ANDERSON SC 29626","901 WALMART WAY, MIDLOTHIAN VA 23113",2024-10-08
6336,800,"17200 WARWICK BLVD, NEWPORT NEWS VA 23603","152 COMMERCE DRIVE, CHERRYVILLE NC 28021",2024-10-08
6521,1003.53,"119 East Super Sport Dr, Mooresville, NC 28115","9300 Sliding Hill Rd, Ashland, VA 23005",2024-10-02
6500,650,"810 Ford Drive, Norfolk, VA 23513","178 Avgol Drive, Mocksville, NC 27028",2024-10-08
6522,850,"1224 Isley Drive, Gastonia, NC, United States 28052","1200 Battery Brooke Pkwy, Richmond, VA, United States 23237",2024-10-08
6272,675,"200 Orleans St, RICHMOND VA 23231","8335 Classic Dr, CHARLOTTE NC 28262",2024-10-02
6269,1300,"2501 60th St, HAMPTON VA 23661","790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-10-02
6524,615,"10415 GLOBE RD, MORRISVILLE NC 27560","10026 Old Ridge Rd, ASHLAND VA 23005",2024-10-11
6286,700,"Henrico-TST, 2712 7 Hills Blvd, Henrico, VA 23231","Lidl Mebane, 3815 Senator Ralph Scott Pkwy, Mebane, NC 27302",2024-10-12
6310,739,"CHARLES CITY, VA 23030","MONROE, NC 28110",2024-10-08
6350,850,"5948 Lancaster Hwy, Fort Lawn, SC 29714","14038 Washington Hwy, Ashland, VA 23005",2024-10-12
6310,764,"THOMASVILLE, NC 27360","WILLIAMSBURG, VA 23185",2024-10-12
6500,650,"810 Ford Drive, Norfolk, VA 23513","178 Avgol Dr, Mocksville, NC 27028",2024-10-04
6436,500,"STONE BREWING/RICHMOND, 4300 WILLIAMSBURG AVE, RICHMOND, VA US 23231","CTPS-WILLIAMSBURG, 1709 ENDEAVOR DRIVE, WILLIAMSBURG, VA US 23185",2024-10-12
6269,1300,"2501 60th St, HAMPTON, VA 23661","790 Commerce Pkwy W Dr, GREENWOOD, IN 46143",2024-10-12
6353,925,"7000 Hardware Dr, Prince George, VA 23875","117 Little John Street, Spartanburg, SC 29301",2024-10-12
6523,950,"441 MASTERS BLVD, ANDERSON, SC 29626","9440 West Broad St, RICHMOND, VA 23294",2024-10-10
6272,1536.64,"1564 Innovation Blvd Ste B, Clayton IN 46118","317 Hill Carter Pkwy, Ashland VA 23005",2024-10-12
6335,1700,"5000 W 2 5 TH ST, Indianapolis, IN 46224","4530 OAKLEYS LANE, Sandston, VA 23231",2024-10-12
6335,720,"4530 Oakleys Lane, Sandston, VA","920 Black Satchel Rd, Charlotte, NC",2024-10-12
6350,725,"Niagara Bottling LLC, 178 Mooresville Blvd, Mooresville, NC 28115","Food Lion, 6500 Enterprise Dr, Disputanta, VA 23842",2024-10-12
6500,650,"810 Ford Drive, Norfolk, VA 23513","178 Avgol Dr, Mocksville, NC 27028",2024-10-04
6311,650,"2325 E MARTIN LUTHER KING JR DR, STE 121, HIGH POINT, NC, 272606259","10026 OLD RIDGE RD, ASHLAND, VA, 230057312",2024-10-07
6522,775,4001 Morris Field Drive,"1200 Battery Brooke Pkwy, Richmond, VA, 23237",2024-10-09
6310,739,"CHARLES CITY, VA 23030","MONROE, NC 28110",2024-10-08
6484,1000,"7795 POCHONTAS TRAIL, WILLIAMSBURG, Virginia 23185","2101 HIGHWAY 86, PIEDMONT, South Carolina 29673",2024-10-01
6525,1600,"9431 ALLPOINTS PKWY, Plainfield, IN US 46168","24098 RUTHER GLEN ROAD, RUTHER GLEN, VA US 22546",2024-10-07
6269,1300,Hampton VA,Greenwood IN,2024-10-10
6447,900,Mooresville NC,Disputanta VA,2024-10-12
6526,650,"Mohawk Industries, 550 Cloniger Drive, Thomasville, NC 27360","Shotgun Distribution, 1821 Battery Dantzler Road, Chester, VA 23836",2024-10-19
6319,1000,"17200 WARWICK BLVD, NEWPORT NEWS, VA 236030001","213 COMMERCE BOULEVARD, ANDERSON, SC 296250001",2024-10-19
6523,1000,"441 MASTERS BLVD, ANDERSON SC 29626","2444 CHESAPEAKE SQ RING RD, CHESAPEAKE VA 23321",2024-10-19
6315,750,"1700 Digital Drive, Chester, VA 23836","8909 JW Clay Blvd, Charlotte, NC 28262",2024-10-19
6304,150,"1700 Digital Dr, Chester, VA 23836-2846","10800 WITHERS COVE PARK DR, CHARLOTTE, NC 28278",2024-10-14
6374,650,"Baltimore Federal Reserve, 502 South Sharp St, Baltimore, MD 21201","Federal Reserve Bank of Richmond, 701 East Byrd St, Richmond, VA 23219",2024-10-20
6312,1300,"390 SOUTHWELL BLVD, TIFTON, GA 31794","1100 KEY HWY EAST, BALTIMORE, MD 21230",2024-10-20
6344,2250,"8101 Whitepine Rd, NORTH CHESTERFIELD, VA 23237","110 Moss Rd, AUBURNDALE, FL 33823",2024-10-20
6447,400,"GATORADE DC LAKELAND S
8060 STATE ROAD 33 N
LAKELAND FL 33809","PBC VALDOSTA GA
1525 MADISON HWY
VALDOSTA GA 31601",2024-10-20
6269,1200,"2501 60th St, HAMPTON VA 23661","790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-10-20
6293,1550,"1001 NORTH SECOND ST, NORTH VERNON, IN 47265","2400 DISTRIBUTION DRIVE; BLDING B, HENRICO, VA 23231",2024-10-20
6276,1300,"ESKA, 150 JUDKINS CT, Suffolk, VA - 23434 USA","PACKAGE RIGHT CORPORATION, 811 DEVELOPMENT DRIVE, TIPTON, IN - 46072 USA",2024-10-20
6353,1750,"318 Glenn St, Crawfordsville, IN 47933","4530 Oakleys Ln, Henrico, VA 23231",2024-10-20
6374,1750,"Sandston Coca Cola (4530 Oakley Lane) Henrico, VA 23231","Parks CCBC MO Dist Center (1777 N Packer Rd, MO 65803",2024-10-15
6527,2750,"2066 Clark Ave, West Plains, MO 65775","480 Park Center Drive, Winchester, VA 22603",2024-10-20
6510,1300,"1133 KINGWOOD AVENUE, NORFOLK, VA 23502","4430 SAM JONES EXPRESSWAY, INDIANAPOLIS, IN 46244",2024-10-18
6268,1750,Plainfield IN,Norfolk VA,2024-10-28
6269,1200,Hampton VA,Greenwood IN,2024-10-28
6335,1700,Indianapolis IN,Henrico VA,2024-10-28
6269,1300,Hampton VA,Greenwood IN,2024-10-28
6400,2165,"Clayton Consolidation Center, 9472 Distribution Drive, MAN DOOR N 5, Clayton, IN 46118","CVS - FREDERICKSBURG M 101, 500 Lansdowne Road, FREDERICKSBURG, VA 22408",2024-10-23
6335,620,Henrico VA,Greensboro NC,2024-10-28
6481,750,"5418 Davidson Highway Kannapolis, NC 28027","12300 Dominion Way Windsor, VA 23487",2024-10-14
6335,650,Roanoke VA,Charlotte NC,2024-10-28
6492,828.23,"931 Dunluce Road, King William, VA 23086","216 Forrester Drive, Greenville, SC 29607",2024-10-12
6312,800,"996 Paragon Way, Rock Hill, SC 29730","6008 Walton Way, Mount Crawford, VA 22841",2024-10-17
6481,700,"5418 Davidson Highway Kannapolis, NC 28027","5401 Eubank Rd Sandston, VA 23150",2024-10-21
6500,700,"810 Ford Drive, Norfolk, VA 23513","178 Avgol Dr, Mocksville, NC 27028",2024-10-22
6520,1300,Portsmouth VA,Greenfield IN,2024-10-28
6268,1795,"Alexandria, IN","Ruther Glen, VA",2024-10-23
6457,1700,"870 W. ANDERSON BLVD. Greenfield, IN 46140","2505 Hawkeye Court Virginia Beach, VA 23452",2024-10-21
6276,1250,"ESKA, 150 JUDKINS CT, Suffolk, VA - 23434 USA","PACKAGE RIGHT CORPORATION, 811 DEVELOPMENT DRIVE, TIPTON, IN - 46072 USA",2024-10-18
6528,850,"810 FORD DR, NORFOLK, VA 23523",10820 WITHERS COVE PARK ORIVE FCFS 0800-1500  CHARLOTTE. NC 28278,2024-10-22
6350,700,"Niagara Bottling LLC, 178 Mooresville Blvd, Mooresville, NC 28115","Food Lion, 6500 Enterprise Dr, Disputanta, VA 23842",2024-10-21
